user,text,clean_text
AChhattisgarhi,  easily aced a tough cognitive test while sleepy @JoeBiden wasn't even allowed to… https://t.co/d1J6SY3bGR,"['easily', 'acid', 'tough', 'cognitive', 'test', 'sleepy', 'joebiden', 'even', 'allowed']"
J2thelane, https://t.co/mmKbpuCGpE,[]
TheCreepingCrud, I knew I smelled something.,"['knew', 'spelled', 'something']"
Gaeya4, @foxandfriends Donald Trump is destroying America.  Inly the uneducated and the 1% spprove of him.… https://t.co/aWQTMEXtF2,"['foxandfriends', 'donald', 'trump', 'destroying', 'america', 'only', 'uneducated', '1', 'approve']"
Mzkittycat3,@realDonaldTrump Yea that's been the plan all along sad but true,"['realdonaldtrump', 'yea', 'plan', 'along', 'sad', 'true']"
DuncanRobertBr6,@realDonaldTrump https://t.co/P4oDZXHMdR,['realdonaldtrump']
1barbsnz,@realDonaldTrump Right.......insert fake claims here https://t.co/gsjCw1shU3,"['realdonaldtrump', 'right', 'insert', 'fake', 'claim']"
lorrainewright6,"@realDonaldTrump Trump family endorses Covid doctor who believes in alien DNA, demon sperm, Hydroxychloroquine","['realdonaldtrump', 'trump', 'family', 'endorses', 'covid', 'doctor', 'belief', 'alien', 'dna', 'demon', 'sperm', 'hydroxychloroquine']"
thomasW12677077,"@realDonaldTrump Only rigged if you win, asshole.","['realdonaldtrump', 'rigged', 'win', 'asshole']"
dinky9491,"@realDonaldTrump so you can see into the future, your amazing. WOW.  full of B/S as usual. if you can do you know w… https://t.co/lwoXuHVEPU","['realdonaldtrump', 'see', 'future', 'amazing', 'wow', 'full', 'b', 'usual', 'know', 'w']"
Yves_Grecourt,@realDonaldTrump these are the words of a LOSER ! Bye bye Donald !,"['realdonaldtrump', 'word', 'loser', 'bye', 'bye', 'donald']"
gomomomo,@realDonaldTrump Someone is scared !!!!,"['realdonaldtrump', 'someone', 'scared']"
EDBRSB,@realDonaldTrump Trump's a dictator wannabe trying to set the stage for refusing to leave the WH in January after w… https://t.co/ZW0sPK8llk,"['realdonaldtrump', 'trump', 'dictator', 'wannabe', 'trying', 'set', 'stage', 'refusing', 'leave', 'wh', 'january', 'w']"
TonytheMisfit,"@realDonaldTrump You vote by mail, so does your staff. Doh. Of course it works. You're done in November, loser like Daddy said.","['realdonaldtrump', 'vote', 'mail', 'staff', 'doh', 'course', 'work', 'done', 'november', 'loser', 'like', 'daddy', 'said']"
hes153ter,@realDonaldTrump You voted by mail. You voted by mail. So it’s good enough for EVERYONE. @foxandfriends @FoxNews… https://t.co/xlZ6PxKjLU,"['realdonaldtrump', 'voted', 'mail', 'voted', 'mail', 'good', 'enough', 'everyone', 'foxandfriends', 'foxnews']"
ShellPartDeux,@realDonaldTrump I think you know you’re going down in flames.,"['realdonaldtrump', 'think', 'know', 'going', 'flame']"
TNPOnlyFORWARD,"@realDonaldTrump Blah, blah, blah, false narrative, blah...","['realdonaldtrump', 'blah', 'blah', 'blah', 'false', 'narrative', 'blah']"
R32Pete,@realDonaldTrump The US is so behind other countries....,"['realdonaldtrump', 'u', 'behind', 'country']"
FallenAngel7776,@realDonaldTrump Since you can't stop states from doing this in their districts why not just ban federal votes from… https://t.co/aL8ycP89ft,"['realdonaldtrump', 'since', 'stop', 'state', 'district', 'ban', 'federal', 'vote']"
SimonGregg1,@realDonaldTrump I think your big problem with mail-in voting is that there will be fewer machine votes for Russia… https://t.co/osQfFjkTMG,"['realdonaldtrump', 'think', 'big', 'problem', 'mail', 'voting', 'fewer', 'machine', 'vote', 'russia']"
Wehrconnected,@realDonaldTrump Do you know that Obama has way more followers than you?  Plus half your followers hate you!!! 😆 🤣 😂,"['realdonaldtrump', 'know', 'obama', 'way', 'follower', 'plus', 'half', 'follower', 'hate', 'grinding', 'quitting', 'face', 'rolling', 'floor', 'laughing', 'face', 'tear', 'joy']"
mariateresag,@realDonaldTrump Mr. President your job as public official is to assist the restoration of that election's sanctity… https://t.co/GFyPLEpO0u,"['realdonaldtrump', 'mr', 'president', 'job', 'public', 'official', 'assist', 'restoration', 'election', 'sanctity']"
KaylaLa97260310,@realDonaldTrump Mail goes missing all the time I’m so happy this is being pointing out. I’m still missing a package!!! #wheremymail,"['realdonaldtrump', 'mail', 'go', 'missing', 'time', 'happy', 'pointing', 'still', 'missing', 'package', 'wheremymail']"
Daddy2pops2,@realDonaldTrump Satan spawn has taken over the Presidency,"['realdonaldtrump', 'stan', 'spawn', 'taken', 'presidency']"
AdamsPasa54,@realDonaldTrump Like 2016 when Russia helped you win! Cheater!,"['realdonaldtrump', 'like', '2016', 'russia', 'helped', 'win', 'theater']"
elrey_congo,@realDonaldTrump @jpmcintyre2011 https://t.co/6Aynoa0UaY,"['realdonaldtrump', 'mcintyre2011']"
mspontecorvo,"@realDonaldTrump PA, Illinois and many other states will offer early voting plan ahead to be counted","['realdonaldtrump', 'pa', 'illinois', 'many', 'state', 'offer', 'early', 'voting', 'plan', 'ahead', 'counted']"
veigalawoffice1,@realDonaldTrump I bet if you would win with mail in voting you would not question the results.,"['realdonaldtrump', 'bet', 'would', 'win', 'mail', 'voting', 'would', 'question', 'result']"
Welshwhippet,@realDonaldTrump Already setting up a 'case' for then you lose. You know you're gone and you're scared 😂,"['realdonaldtrump', 'already', 'setting', 'case', 'lose', 'know', 'gone', 'scared', 'face', 'tear', 'joy']"
LindaMccloughan,@realDonaldTrump https://t.co/BO2ZpIOSQ0,['realdonaldtrump']
Kitty_Kat_2016,@realDonaldTrump You voted by mail in NY.,"['realdonaldtrump', 'voted', 'mail', 'ny']"
CliveWismayer,"@realDonaldTrump Exactly! If you ‘lose’ in November, hole up in the White House so the army has to bomb you out. It will make great TV!","['realdonaldtrump', 'exactly', 'lose', 'november', 'hole', 'white', 'house', 'army', 'bomb', 'make', 'great', 'tv']"
Blancheeb,@realDonaldTrump Could you devote a wee bit more time to the #TrumpVirus?,"['realdonaldtrump', 'could', 'devote', 'wee', 'bit', 'time', 'trumpvirus']"
kotv9699,@realDonaldTrump I voting by mail.,"['realdonaldtrump', 'voting', 'mail']"
Itsmylife845,@realDonaldTrump You have no chance in hell that you’re going to win NY. You are already crying cheater . Stop you’… https://t.co/Q07cKxz1P3,"['realdonaldtrump', 'chance', 'hell', 'going', 'win', 'ny', 'already', 'cry', 'theater', 'stop']"
Petra77585553,@realDonaldTrump @lovesherboy A suggestion in California people live in the country side with no vehicle or work no… https://t.co/T2WGfSVHSQ,"['realdonaldtrump', 'lovesherboy', 'suggestion', 'california', 'people', 'live', 'country', 'side', 'vehicle', 'work']"
MumMaisie,@realDonaldTrump Then invest &amp; help the post office &amp; invest more generally in the mail ballot systems so they are… https://t.co/9H5W4kAKdC,"['realdonaldtrump', 'invest', 'amp', 'help', 'post', 'office', 'amp', 'invest', 'generally', 'mail', 'ballot', 'system']"
bosparsoe,@realDonaldTrump Then its wonderful that you tell us the ‘truth’ - again you are a liar and a cheat trying to uncer… https://t.co/Y2ES5c4OL4,"['realdonaldtrump', 'wonderful', 'tell', 'u', 'truth', 'liar', 'cheat', 'trying', 'under']"
Hazels_Daughter,@realDonaldTrump You're so transparent Donnie!,"['realdonaldtrump', 'transparent', 'donne']"
lorrainewright6,"@realDonaldTrump Trump family endorses Covid doctor who believes in alien DNA, demon sperm andHydroxychloroquine. D… https://t.co/EeDEawCq0N","['realdonaldtrump', 'trump', 'family', 'endorses', 'covid', 'doctor', 'belief', 'alien', 'dna', 'demon', 'sperm', 'andhydroxychloroquine']"
GodFamAFRWmn,@realDonaldTrump Don't worry you will still lose the election then you can throw a tantrum until the Marines come a… https://t.co/RYIRlSIrln,"['realdonaldtrump', 'worry', 'still', 'lose', 'election', 'throw', 'centrum', 'marine', 'come']"
HelenBr53419269,@realDonaldTrump Whats the matter cry baby. Your possy cant screw with the mail?,"['realdonaldtrump', 'whats', 'matter', 'cry', 'baby', 'posse', 'cant', 'screw', 'mail']"
LeighBrannigan,@realDonaldTrump #NobodyLikesTrump,"['realdonaldtrump', 'nobodylikestrump']"
DannyDa98383177,"@realDonaldTrump Stop trying to rig the election with lies, your own enquiry shows that postal voting is secure","['realdonaldtrump', 'stop', 'trying', 'rig', 'election', 'lie', 'enquiry', 'show', 'postal', 'voting', 'secure']"
CharlesHelstrom,@realDonaldTrump Dinkey Duckin Donald Kool Aid from Dinkey himself.,"['realdonaldtrump', 'donkey', 'duck', 'donald', 'tool', 'aid', 'donkey']"
denihan_michael,@realDonaldTrump Voter suppression is fraud that's what you are a fraud #VoteBlueToSaveAmerica2020 #VoteByMail… https://t.co/BtjXrk3PlX,"['realdonaldtrump', 'voter', 'suppression', 'fraud', 'fraud', 'votebluetosaveamerica2020', 'votebymail']"
StarTigerJLN,@realDonaldTrump Well for one thing you've basically defunded the post office,"['realdonaldtrump', 'well', 'one', 'thing', 'basically', 'defended', 'post', 'office']"
CongSuzie,@realDonaldTrump Mail-in voting is a sensible thing to do Mr President. People's lives are more important than your votes.,"['realdonaldtrump', 'mail', 'voting', 'sensible', 'thing', 'mr', 'president', 'people', 'life', 'important', 'vote']"
lomonaco_james,@realDonaldTrump #TrumpFailsAmerica,"['realdonaldtrump', 'trumpfailsamerica']"
FieldRobby,@realDonaldTrump PROVE IT YOU BIG ORANGE BITCH..,"['realdonaldtrump', 'prove', 'big', 'orange', 'bitch']"
Olly_M5,@realDonaldTrump Didn’t you always use mail in voting in New York? But only now you complain about as it looks like… https://t.co/u9GlIfRKRa,"['realdonaldtrump', 'always', 'use', 'mail', 'voting', 'new', 'york', 'complain', 'look', 'like']"
XIANGRUI_WU,@realDonaldTrump god,"['realdonaldtrump', 'god']"
TheAntifascist2,@realDonaldTrump Fake news,"['realdonaldtrump', 'fake', 'news']"
lynnjacoby,@realDonaldTrump “I told you so.” Really? I just heard those words from my 6 year old grandson.,"['realdonaldtrump', 'told', 'really', 'heard', 'word', '6', 'year', 'old', 'grandson']"
Andy78557870,@realDonaldTrump https://t.co/Qu4xsxuRqb,['realdonaldtrump']
BTJ_TLD,"@realDonaldTrump What the heck is a ""state of condition""?  Take a class!","['realdonaldtrump', 'heck', 'state', 'condition', 'take', 'class']"
southernfemale5,"@realDonaldTrump Preparing for a loss you already know is coming, eh?  Already planning a “rigged election” as a wa… https://t.co/WH9yx61n0k","['realdonaldtrump', 'preparing', 'loss', 'already', 'know', 'coming', 'eh', 'already', 'planning', 'rigged', 'election', 'wa']"
MIKESHU48031600,@realDonaldTrump GOOD MORNING PRESIDENT TRUMP  ! THANKS FOR GOING TO SEE OFESSA TEXAS AND THE PIPELINERS SIR MYSELF… https://t.co/ysXvzqZsuD,"['realdonaldtrump', 'good', 'morning', 'president', 'trump', 'thanks', 'going', 'see', 'fossa', 'texas', 'pipeline', 'sir']"
tim_urbancrap,"@realDonaldTrump Hey Donny, call Cambridge Analytica. They can help.","['realdonaldtrump', 'hey', 'danny', 'call', 'cambridge', 'analytics', 'help']"
HeidiTeixeira,@realDonaldTrump Lies! No one believes you-THE BIGGEST MURDERER EVER,"['realdonaldtrump', 'lie', 'one', 'belief', 'biggest', 'murderer', 'ever']"
ThatSleepGuy,@realDonaldTrump https://t.co/08GTsVvjyC,['realdonaldtrump']
Bridget23918739,"@realDonaldTrump Even Russia mail in votes, ask Putin on your next mission call","['realdonaldtrump', 'even', 'russia', 'mail', 'vote', 'ask', 'putin', 'next', 'mission', 'call']"
OktoberSF,"@realDonaldTrump You're a disastrous state. Rigged election? Resign now! Preserve what little dignity you have left, Herr Fuhrer!","['realdonaldtrump', 'disastrous', 'state', 'rigged', 'election', 'resign', 'preserve', 'little', 'dignity', 'left', 'her', 'further']"
FactChe98891097,@realDonaldTrump How exactly would one rig the mail in ballots? I’d presume by taking out Republican voter ballots… https://t.co/FPThcfvqH4,"['realdonaldtrump', 'exactly', 'would', 'one', 'rig', 'mail', 'ballot', 'presume', 'taking', 'republican', 'voter', 'ballot']"
_ChanandlerB_,@realDonaldTrump Report this tweet for voter suppression. He encourages his own racist base to mail in their votes.,"['realdonaldtrump', 'report', 'tweet', 'voter', 'suppression', 'encourages', 'racist', 'base', 'mail', 'vote']"
MarissalassiraM,@realDonaldTrump Funny how that only started happening AFTER *YOU* appointed a new Postmaster General...,"['realdonaldtrump', 'funny', 'started', 'happening', 'appointed', 'new', 'postmaster', 'general']"
Pelham_Melon_UK,"@realDonaldTrump Trump’s must have become a farmer, due to all the muck-spreading he’s doing. 😂😂😂","['realdonaldtrump', 'trump', 'must', 'become', 'farmer', 'due', 'much', 'spreading', 'face', 'tear', 'joy', 'face', 'tear', 'joy', 'face', 'tear', 'joy']"
RSchnitzlein,@realDonaldTrump Cry little rocket man (@realDonaldTrump) cry  My Little girlies (5y) are tougher than you,"['realdonaldtrump', 'cry', 'little', 'rocket', 'man', 'realdonaldtrump', 'cry', 'little', 'girl', '5y', 'tougher']"
taramariebee,@realDonaldTrump It's pretty sad that you know your going to lose so have decided to pretend there is voter fraud.… https://t.co/XKDpZ8pFkT,"['realdonaldtrump', 'pretty', 'sad', 'know', 'going', 'lose', 'decided', 'pretend', 'voter', 'fraud']"
RhondaAllen_1,@realDonaldTrump Please stop bitching &amp; complaining just because you're loosing.  Look you mailed in your vote for… https://t.co/dBCNS7gWgq,"['realdonaldtrump', 'please', 'stop', 'pitching', 'amp', 'complaining', 'looking', 'look', 'mailed', 'vote']"
DeermanNan,@realDonaldTrump Oh one more thing. You are lying.,"['realdonaldtrump', 'oh', 'one', 'thing', 'lying']"
RenierJustWonIt,@realDonaldTrump https://t.co/8MPUUPdGZd,['realdonaldtrump']
olivia_cestra,@realDonaldTrump Ur profile pic is supes cute gurl,"['realdonaldtrump', 'ur', 'profile', 'pic', 'super', 'cute', 'url']"
JessyLeigh9,@realDonaldTrump That’s because the fake news doesn’t care...?,"['realdonaldtrump', 'fake', 'news', 'care']"
JeffMacias,"@realDonaldTrump Global News uniformly reports @realDonaldTrump is an inept, corrupt, unfit, individual.… https://t.co/CT2rC0AhJ0","['realdonaldtrump', 'global', 'news', 'uniformly', 'report', 'realdonaldtrump', 'inept', 'corrupt', 'unfit', 'individual']"
Corkle1Mc,@realDonaldTrump How disappointed and disgusted with our US Postal Service!!! 😡😡👍🏻,"['realdonaldtrump', 'disappointed', 'disgusted', 'u', 'postal', 'service', 'enraged', 'face', 'enraged', 'face', 'thumb', 'light', 'skin', 'tone']"
RavenWolf80,"@realDonaldTrump I've actually heard quite the opposite. So please provide documentation of your claim, Frumpy Trum… https://t.co/4983EDMxY0","['realdonaldtrump', 'actually', 'heard', 'quite', 'opposite', 'please', 'provide', 'documentation', 'claim', 'grumpy', 'true']"
jgakruger,"@realDonaldTrump Today,  July 30th. DONALD TRUMP,  THE MOST CORRUPT,  LYING AND RACIST FAKE PRESIDENT.","['realdonaldtrump', 'today', 'july', '30th', 'donald', 'trump', 'corrupt', 'lying', 'racist', 'fake', 'president']"
DeermanNan,@realDonaldTrump You are making this up. You know nothing about New York. They hate your ass. You can never go home.,"['realdonaldtrump', 'making', 'know', 'nothing', 'new', 'york', 'hate', 'as', 'never', 'go', 'home']"
cloudydays1971,"@realDonaldTrump So, are you saying you plan to vote in person legally in the next election or by mail like you usually do?","['realdonaldtrump', 'saying', 'plan', 'vote', 'person', 'legally', 'next', 'election', 'mail', 'like', 'usually']"
ChaytorNL,@realDonaldTrump https://t.co/vHmemeZNPY,['realdonaldtrump']
Djay39426134,@realDonaldTrump Let's just hope Donny Dumbo gets a dose of the virus then he can try all those quack cures that he espouses on himself.,"['realdonaldtrump', 'let', 'hope', 'danny', 'dumb', 'get', 'dose', 'virus', 'try', 'quack', 'cure', 'spouse']"
Itrikke4,@realDonaldTrump Oh come on you’re just crying because you can’t hack paper.  We see you and we exposed you for the… https://t.co/Sfrkk06kGS,"['realdonaldtrump', 'oh', 'come', 'cry', 'hack', 'paper', 'see', 'exposed']"
wahlstedt007,@realDonaldTrump Idiot 😎,"['realdonaldtrump', 'idiot', 'smiling', 'face', 'sunglass']"
JohnCam06023159,"@realDonaldTrump Leave the KEYS, WHEN YOU GO OUT THE DOOR 3TH OF NOVEMBER 👍👍","['realdonaldtrump', 'leave', 'key', 'go', 'door', '3th', 'november', 'thumb', 'thumb']"
WiseScampers,@realDonaldTrump The fear of you losing a second term has you spreading false information like this.  I'm truly dis… https://t.co/DOEjElkoxV,"['realdonaldtrump', 'fear', 'losing', 'second', 'term', 'spreading', 'false', 'information', 'like', 'truly', 'dis']"
Helliemac72,"@realDonaldTrump Tax returns, passports, social security - all mail in.  Are they all fraudulent as well? (we know… https://t.co/UCOPN0NMWb","['realdonaldtrump', 'tax', 'return', 'passport', 'social', 'security', 'mail', 'fraudulent', 'well', 'know']"
BlindLITE,@realDonaldTrump Everytime a republican wins its fraud. Everytime a Democrat wins we deal with it. Then New York ha… https://t.co/wT3XMEo5P4,"['realdonaldtrump', 'overtime', 'republican', 'win', 'fraud', 'overtime', 'democrat', 'win', 'deal', 'new', 'york', 'ha']"
ned_stun,@realDonaldTrump You are a joke,"['realdonaldtrump', 'joke']"
mikelfcstoddart,@realDonaldTrump Liar https://t.co/kz4iMLyqF7,"['realdonaldtrump', 'liar']"
GreenSpike,@realDonaldTrump I guess the US is not the best at everything eh? Can't even figure out how to not get mail in voting to work lol,"['realdonaldtrump', 'guess', 'u', 'best', 'everything', 'eh', 'even', 'figure', 'get', 'mail', 'voting', 'work', 'lol']"
DK_RELENTLESS,"@realDonaldTrump The angry trolls are out in force... the algorithms know just where to put them, nasty creatures....","['realdonaldtrump', 'angry', 'troll', 'force', 'algorithm', 'know', 'put', 'nasty', 'creature']"
fluffyhelen1,@realDonaldTrump You are the biggest source of Fake News in the world today.,"['realdonaldtrump', 'biggest', 'source', 'fake', 'news', 'world', 'today']"
funnywino,@realDonaldTrump U vote by mail! Ur such a pussy! Biggest coward ever born. Bad winner and even a worse loser! Say… https://t.co/nmXqkXiaiJ,"['realdonaldtrump', 'u', 'vote', 'mail', 'ur', 'pussy', 'biggest', 'coward', 'ever', 'born', 'bad', 'winner', 'even', 'worse', 'loser', 'say']"
Vlietrix,@realDonaldTrump https://t.co/pRQa6bPyfo,['realdonaldtrump']
LakerFan4ever87,@realDonaldTrump We know your just building in excuses. You voted mail ballot to you 🤡. Stop trying to use that as… https://t.co/U58R2azWwQ,"['realdonaldtrump', 'know', 'building', 'excuse', 'voted', 'mail', 'ballot', 'clown', 'face', 'stop', 'trying', 'use']"
husky_sounds,@realDonaldTrump The president of the United States is also a reporter- in - Chief...😄,"['realdonaldtrump', 'president', 'united', 'state', 'also', 'reporter', 'chief', 'grinding', 'face', 'smiling', 'eye']"
EdnaHamilton,@realDonaldTrump I will be in line at the polls come election day!!!! Trump2020 🇺🇸,"['realdonaldtrump', 'line', 'poll', 'come', 'election', 'day', 'trump2020', 'united', 'state']"
meltotheglitz,@realDonaldTrump https://t.co/L5s4ybJagK,['realdonaldtrump']
david46648612,@realDonaldTrump I bet your afraid you know you’re going to lose already,"['realdonaldtrump', 'bet', 'afraid', 'know', 'going', 'lose', 'already']"
TimBart54705322,"@realDonaldTrump Voting Trump will increase the disastrous state of condition within USA. Failed Economics, Increas… https://t.co/AGHgIPnzKg","['realdonaldtrump', 'voting', 'trump', 'increase', 'disastrous', 'state', 'condition', 'within', 'usa', 'failed', 'economics', 'increase']"
pamgraf,@realDonaldTrump Just stop. Seriously.,"['realdonaldtrump', 'stop', 'seriously']"
djbatty2,"@realDonaldTrump You are going down the pipe in just a few weeks, orange boy","['realdonaldtrump', 'going', 'pipe', 'week', 'orange', 'boy']"
TammyDignan1,@realDonaldTrump https://t.co/lSRGUY8J8c,['realdonaldtrump']
TroySta82568656,@realDonaldTrump We’re voting your ass out. You’re teeing you an excuse for losing a term you’ll understand,"['realdonaldtrump', 'voting', 'as', 'seeing', 'excuse', 'losing', 'term', 'understand']"
WaltersKevi,@realDonaldTrump #Biben2020,"['realdonaldtrump', 'bien2020']"
weisz_jay,@realDonaldTrump The people aren’t voting for the TARD! They care about this country!,"['realdonaldtrump', 'people', 'voting', 'hard', 'care', 'country']"
prpflava,@realDonaldTrump This is why Democrats want us scared to leave our homes with Covid fears and riots. They want to c… https://t.co/ZsvDVj2UpS,"['realdonaldtrump', 'democrat', 'want', 'u', 'scared', 'leave', 'home', 'covid', 'fear', 'riot', 'want', 'c']"
Michellefromth1,@realDonaldTrump #somuchwhining,"['realdonaldtrump', 'somuchwhining']"
Johnny_Liberty1,"@realDonaldTrump @Feisty_FL ItsNew York, it’s barely a part of America.","['realdonaldtrump', 'feisty', 'fl', 'itunes', 'york', 'barely', 'part', 'america']"
TexasDan,@realDonaldTrump Learn english or leave!,"['realdonaldtrump', 'learn', 'english', 'leave']"
BigbooteJan,@realDonaldTrump PLEASE REPORT THIS TWEET,"['realdonaldtrump', 'please', 'report', 'tweet']"
MaryKennedy22,"@realDonaldTrump Liar, liar, shitty pants on fire!  And, the world is laughing at you!  🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/J58zZYcNNI","['realdonaldtrump', 'liar', 'liar', 'shift', 'pant', 'fire', 'world', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing']"
LarryCob37,@realDonaldTrump https://t.co/iyhrey01N8,['realdonaldtrump']
shellybarring,@realDonaldTrump THIS is Voter Suppression!  #NobodyLikesYou,"['realdonaldtrump', 'voter', 'suppression', 'nobodylikesyou']"
QHoneyblue,@realDonaldTrump So is your response to the black community in America,"['realdonaldtrump', 'response', 'black', 'community', 'america']"
HRChange,"@realDonaldTrump Campaign rhetoric.  Your Kool-Aid drinkers may buy it, but the average, intelligent individual kno… https://t.co/FnEBw53oXo","['realdonaldtrump', 'campaign', 'rhetoric', 'tool', 'aid', 'driver', 'may', 'buy', 'average', 'intelligent', 'individual', 'no']"
Bunny87298238,@realDonaldTrump https://t.co/NpaGwGmhAP,['realdonaldtrump']
chayne38427920,"@realDonaldTrump Rig it, Devil.....the people will string you up to a telephone pole...be quicker ending than priso… https://t.co/6ec51c3G6t","['realdonaldtrump', 'rig', 'devil', 'people', 'string', 'telephone', 'pole', 'quicker', 'ending', 'prison']"
ThePischerKing,@realDonaldTrump https://t.co/FaqKoaahd9,['realdonaldtrump']
JerriHafizi,@realDonaldTrump This is hurting you.,"['realdonaldtrump', 'hurting']"
mistyreiko,@realDonaldTrump The fake news isn’t refusing to report. You’re the fake news and you’re reporting the fake news right now.,"['realdonaldtrump', 'fake', 'news', 'refusing', 'report', 'fake', 'news', 'reporting', 'fake', 'news', 'right']"
meneal1970,@realDonaldTrump https://t.co/pLNVUE7VCj,['realdonaldtrump']
anrk303,"@realDonaldTrump You’ve no evidence of your spurious claims, you lying piece of shite.","['realdonaldtrump', 'evidence', 'spurious', 'claim', 'lying', 'piece', 'white']"
BelaBenanua,@realDonaldTrump #NobodyLikesTrump https://t.co/uuHBxmx6AH,"['realdonaldtrump', 'nobodylikestrump']"
jphoganorg,@realDonaldTrump If #Russians capable of having proved #Obama &amp; #Biden unable to secure 2016 electronic votes of el… https://t.co/wnKWGE4Bh9,"['realdonaldtrump', 'russian', 'capable', 'proved', 'obama', 'amp', 'biden', 'unable', 'secure', '2016', 'electronic', 'vote', 'el']"
elsa1111,@realDonaldTrump @BillSpicewood Liar! Karma  and hopefully the law will catch up with you.  We were a lot better without you!,"['realdonaldtrump', 'billspicewood', 'liar', 'karma', 'hopefully', 'law', 'catch', 'lot', 'better', 'without']"
Mudrak,@realDonaldTrump Wake up everyone!!! The Donald has made his intentions clear. He won’t accept defeat at any cost.,"['realdonaldtrump', 'wake', 'everyone', 'donald', 'made', 'intention', 'clear', 'accept', 'defeat', 'cost']"
jamesmi37138345,@realDonaldTrump Write an executive order for voter Id &amp; not mail in ballots absentee only or in person,"['realdonaldtrump', 'write', 'executive', 'order', 'voter', 'id', 'amp', 'mail', 'ballot', 'absentee', 'person']"
jamie__smith,@realDonaldTrump I've voted mail in ballots for at least a decade in CO. Never a problem. I can track my ballot to… https://t.co/wCpE698bJh,"['realdonaldtrump', 'voted', 'mail', 'ballot', 'least', 'decade', 'co', 'never', 'problem', 'track', 'ballot']"
Weshauk,@realDonaldTrump Liar.,"['realdonaldtrump', 'liar']"
Beachiest,@realDonaldTrump You vote by mail.,"['realdonaldtrump', 'vote', 'mail']"
MarisaLewis,@realDonaldTrump https://t.co/iwXOMCdgnG,['realdonaldtrump']
pellet5,@realDonaldTrump Stop your GD lying for once and accept the fact that America wants you out! You’re destroying ever… https://t.co/LzoRPnYi3M,"['realdonaldtrump', 'stop', 'gd', 'lying', 'accept', 'fact', 'america', 'want', 'destroying', 'ever']"
JMD_east,"@realDonaldTrump THIS is a TRUMP tweet.. all over the place, rage.. may have confused his hemorrhoid cream withe st… https://t.co/XoqyqIOQ0X","['realdonaldtrump', 'trump', 'tweet', 'place', 'rage', 'may', 'confused', 'hemorrhoid', 'cream', 'with', 'st']"
FinnSpinner,"@realDonaldTrump Trump, your criticism of mail in voting is a ploy to excuses your expected election loss in Novemb… https://t.co/gU7vOUS0YG","['realdonaldtrump', 'trump', 'criticism', 'mail', 'voting', 'ploy', 'excuse', 'expected', 'election', 'loss', 'novel']"
ManOfMystery15,@realDonaldTrump 5 lies in this tweet alone. No wonder your campaign is in the toilet. https://t.co/P0429arxJU,"['realdonaldtrump', '5', 'lie', 'tweet', 'alone', 'wonder', 'campaign', 'toilet']"
wearitlikeadiva,"@realDonaldTrump Reported. Misleading, intimidating and voter supression","['realdonaldtrump', 'reported', 'misleading', 'intimidating', 'voter', 'suppression']"
FukTrum10870411,@realDonaldTrump Exactly how a loser trying to do ! U such a clown 🤡,"['realdonaldtrump', 'exactly', 'loser', 'trying', 'u', 'clown', 'clown', 'face']"
State_of_USA,"@realDonaldTrump As for the new FBI building, it’s because you narcissist wants a federal building with your name o… https://t.co/SbZPH45rTU","['realdonaldtrump', 'new', 'fbi', 'building', 'narcissistic', 'want', 'federal', 'building', 'name']"
PChoruzy,@realDonaldTrump Nope,"['realdonaldtrump', 'note']"
DK_RELENTLESS,@realDonaldTrump The media deceives ignorant and uninformed people into thinking registered absentee ballots are th… https://t.co/kz5thmGT8a,"['realdonaldtrump', 'medium', 'receives', 'ignorant', 'uninformed', 'people', 'thinking', 'registered', 'absentee', 'ballot', 'th']"
niallstephen6,@realDonaldTrump Assuming there are missing votes from ny it’s safe to assume none of them were favouring you,"['realdonaldtrump', 'assuming', 'missing', 'vote', 'ny', 'safe', 'assume', 'none', 'favouring']"
DevonaB10357767,@realDonaldTrump Ask the others in your head! Where did we put them??? Remind yourselves you can't do mail in votes… https://t.co/faFk5jNSm1,"['realdonaldtrump', 'ask', 'others', 'head', 'put', 'remind', 'mail', 'vote']"
State_of_USA,"@realDonaldTrump No news to report on the voting ballots because nothing going on, it’s all in your head. The critt… https://t.co/NCfhloqwLZ","['realdonaldtrump', 'news', 'report', 'voting', 'ballot', 'nothing', 'going', 'head', 'crit']"
jeanetteevdo,@realDonaldTrump Liar,"['realdonaldtrump', 'liar']"
akablackpearl14,@realDonaldTrump You stole your election.,"['realdonaldtrump', 'stole', 'election']"
sundog734,"@realDonaldTrump You’re going to lose any way you slice it, Disaster Don.","['realdonaldtrump', 'going', 'lose', 'way', 'slice', 'disaster']"
Robert61163590,@realDonaldTrump LIAR!,"['realdonaldtrump', 'liar']"
nick_peragine,@realDonaldTrump You’re a FOOL,"['realdonaldtrump', 'fool']"
jgrasser11,"@realDonaldTrump Our country is in a disastrous condition because of you. Biden 2020, your racist regime is over","['realdonaldtrump', 'country', 'disastrous', 'condition', 'biden', '2020', 'racist', 'regime']"
